drugA_name,drugA Conc (µM),drugB_name,drugB Conc (µM),cell_line,single_resp_1,single_resp_2,X/X0
5-FU,1.08,MK-4827,10.0,HCT116,0.9673083711945907,0.4833820997369688,0.53095
5-FU,3.25,MK-4827,0.223,HCT116,0.8407662631455697,0.9848632752291201,0.76015
5-FU,3.25,MK-4827,0.775,HCT116,0.8407662631455697,0.9778253410912741,0.66285
5-FU,3.25,MK-4827,2.75,HCT116,0.8407662631455697,0.7946062340600292,0.51329
5-FU,3.25,MK-4827,10.0,HCT116,0.8407662631455697,0.4833820997369688,0.44099
5-FU,10.0,MK-4827,0.223,HCT116,0.41953665071973284,0.9848632752291201,0.41852
5-FU,10.0,MK-4827,0.775,HCT116,0.41953665071973284,0.9778253410912741,0.40702
5-FU,10.0,MK-4827,2.75,HCT116,0.41953665071973284,0.7946062340600292,0.36578
5-FU,10.0,MK-4827,10.0,HCT116,0.41953665071973284,0.4833820997369688,0.34928
5-FU,0.35,MK-5108,0.075,HCT116,0.9673110733966295,0.984196818587839,1.0081
5-FU,0.35,MK-5108,0.225,HCT116,0.9673110733966295,0.965432860694001,0.94805
5-FU,0.35,MK-5108,0.675,HCT116,0.9673110733966295,0.6913374444591228,0.70603
5-FU,0.35,MK-5108,2.0,HCT116,0.9673110733966295,0.6912649803375789,0.62457
5-FU,1.08,MK-5108,0.075,HCT116,0.9673083711945907,0.984196818587839,0.98622
5-FU,1.08,MK-5108,0.225,HCT116,0.9673083711945907,0.965432860694001,0.91383
5-FU,1.08,MK-5108,0.675,HCT116,0.9673083711945907,0.6913374444591228,0.5652
5-FU,1.08,MK-5108,2.0,HCT116,0.9673083711945907,0.6912649803375789,0.61129
5-FU,3.25,MK-5108,0.075,HCT116,0.8407662631455697,0.984196818587839,0.7071
5-FU,3.25,MK-5108,0.225,HCT116,0.8407662631455697,0.965432860694001,0.55592
5-FU,3.25,MK-5108,0.675,HCT116,0.8407662631455697,0.6913374444591228,0.43743
5-FU,3.25,MK-5108,2.0,HCT116,0.8407662631455697,0.6912649803375789,0.42724
5-FU,10.0,MK-5108,0.075,HCT116,0.41953665071973284,0.984196818587839,0.40301
5-FU,10.0,MK-5108,0.225,HCT116,0.41953665071973284,0.965432860694001,0.37618
5-FU,10.0,MK-5108,0.675,HCT116,0.41953665071973284,0.6913374444591228,0.35354
5-FU,10.0,MK-5108,2.0,HCT116,0.41953665071973284,0.6912649803375789,0.35557
BEZ-235,0.0045,SN-38,0.000115,HCT116,0.98404363676003,0.9645422416351578,0.89474
BEZ-235,0.0045,SN-38,0.0004,HCT116,0.98404363676003,0.9644177610549992,0.93881
BEZ-235,0.0045,SN-38,0.00143,HCT116,0.98404363676003,0.9551230115973379,0.96017
BEZ-235,0.0045,SN-38,0.005,HCT116,0.98404363676003,0.636434478372731,0.63547
BEZ-235,0.02,SN-38,0.000115,HCT116,0.9740891147946781,0.9645422416351578,0.96856
BEZ-235,0.02,SN-38,0.0004,HCT116,0.9740891147946781,0.9644177610549992,0.9731
BEZ-235,0.02,SN-38,0.00143,HCT116,0.9740891147946781,0.9551230115973379,0.96757
BEZ-235,0.02,SN-38,0.005,HCT116,0.9740891147946781,0.636434478372731,0.68086
BEZ-235,0.09,SN-38,0.000115,HCT116,0.8962590062134197,0.9645422416351578,0.84459
BEZ-235,0.09,SN-38,0.0004,HCT116,0.8962590062134197,0.9644177610549992,0.82563
BEZ-235,0.09,SN-38,0.00143,HCT116,0.8962590062134197,0.9551230115973379,0.70061
BEZ-235,0.09,SN-38,0.005,HCT116,0.8962590062134197,0.636434478372731,0.48469
BEZ-235,0.4,SN-38,0.000115,HCT116,0.536473006722689,0.9645422416351578,0.60595
BEZ-235,0.4,SN-38,0.0004,HCT116,0.536473006722689,0.9644177610549992,0.5252
BEZ-235,0.4,SN-38,0.00143,HCT116,0.536473006722689,0.9551230115973379,0.41782
BEZ-235,0.4,SN-38,0.005,HCT116,0.536473006722689,0.636434478372731,0.37661
L778123,0.325,BEZ-235,0.0045,HCT116,0.9406563951579286,0.98404363676003,0.95539
L778123,0.325,BEZ-235,0.02,HCT116,0.9406563951579286,0.9740891147946781,0.94002
L778123,0.325,BEZ-235,0.09,HCT116,0.9406563951579286,0.8962590062134197,0.72796
L778123,0.325,BEZ-235,0.4,HCT116,0.9406563951579286,0.536473006722689,0.5574
L778123,0.8,BEZ-235,0.0045,HCT116,0.8979643354800672,0.98404363676003,0.92175
L778123,0.8,BEZ-235,0.02,HCT116,0.8979643354800672,0.9740891147946781,0.84911
L778123,0.8,BEZ-235,0.09,HCT116,0.8979643354800672,0.8962590062134197,0.6649
L778123,0.8,BEZ-235,0.4,HCT116,0.8979643354800672,0.536473006722689,0.45627
L778123,2.0,BEZ-235,0.0045,HCT116,0.8149455529545091,0.98404363676003,0.81628
L778123,2.0,BEZ-235,0.02,HCT116,0.8149455529545091,0.9740891147946781,0.71392
L778123,2.0,BEZ-235,0.09,HCT116,0.8149455529545091,0.8962590062134197,0.53499
L778123,2.0,BEZ-235,0.4,HCT116,0.8149455529545091,0.536473006722689,0.42793
L778123,5.0,BEZ-235,0.0045,HCT116,0.6761890975396848,0.98404363676003,0.68885
L778123,5.0,BEZ-235,0.02,HCT116,0.6761890975396848,0.9740891147946781,0.59306
L778123,5.0,BEZ-235,0.09,HCT116,0.6761890975396848,0.8962590062134197,0.40323
L778123,5.0,BEZ-235,0.4,HCT116,0.6761890975396848,0.536473006722689,0.32235
L778123,0.325,PD325901,0.0011,HCT116,0.9406563951579286,0.9522152752469372,0.92941
L778123,0.325,PD325901,0.005,HCT116,0.9406563951579286,0.9199065475000595,0.86773
L778123,0.325,PD325901,0.0223,HCT116,0.9406563951579286,0.8130903129764382,0.72593
L778123,0.325,PD325901,0.1,HCT116,0.9406563951579286,0.6102229850455946,0.53338
L778123,0.8,PD325901,0.0011,HCT116,0.8979643354800672,0.9522152752469372,0.84872
L778123,0.8,PD325901,0.005,HCT116,0.8979643354800672,0.9199065475000595,0.82845
L778123,0.8,PD325901,0.0223,HCT116,0.8979643354800672,0.8130903129764382,0.65299
L778123,0.8,PD325901,0.1,HCT116,0.8979643354800672,0.6102229850455946,0.49824
L778123,2.0,PD325901,0.0011,HCT116,0.8149455529545091,0.9522152752469372,0.79413
L778123,2.0,PD325901,0.005,HCT116,0.8149455529545091,0.9199065475000595,0.69909
L778123,2.0,PD325901,0.0223,HCT116,0.8149455529545091,0.8130903129764382,0.58643
L778123,2.0,PD325901,0.1,HCT116,0.8149455529545091,0.6102229850455946,0.42674
L778123,5.0,PD325901,0.0011,HCT116,0.6761890975396848,0.9522152752469372,0.61912
L778123,5.0,PD325901,0.005,HCT116,0.6761890975396848,0.9199065475000595,0.59269
L778123,5.0,PD325901,0.0223,HCT116,0.6761890975396848,0.8130903129764382,0.45174
L778123,5.0,PD325901,0.1,HCT116,0.6761890975396848,0.6102229850455946,0.29993
L778123,0.325,AZD1775,0.0325,HCT116,0.9406563951579286,0.9922331413767156,0.93402
L778123,0.325,AZD1775,0.08,HCT116,0.9406563951579286,0.9829919290589171,0.96051
L778123,0.325,AZD1775,0.2,HCT116,0.9406563951579286,0.9342553370085971,0.83064
L778123,0.325,AZD1775,0.5,HCT116,0.9406563951579286,0.7386819225102443,0.57783
L778123,0.8,AZD1775,0.0325,HCT116,0.8979643354800672,0.9922331413767156,0.93354
L778123,0.8,AZD1775,0.08,HCT116,0.8979643354800672,0.9829919290589171,0.86681
L778123,0.8,AZD1775,0.2,HCT116,0.8979643354800672,0.9342553370085971,0.71528
L778123,0.8,AZD1775,0.5,HCT116,0.8979643354800672,0.7386819225102443,0.5442
L778123,2.0,AZD1775,0.0325,HCT116,0.8149455529545091,0.9922331413767156,0.85824
L778123,2.0,AZD1775,0.08,HCT116,0.8149455529545091,0.9829919290589171,0.75228
L778123,2.0,AZD1775,0.2,HCT116,0.8149455529545091,0.9342553370085971,0.63303
L778123,2.0,AZD1775,0.5,HCT116,0.8149455529545091,0.7386819225102443,0.4464
L778123,5.0,AZD1775,0.0325,HCT116,0.6761890975396848,0.9922331413767156,0.6956
L778123,5.0,AZD1775,0.08,HCT116,0.6761890975396848,0.9829919290589171,0.59142
L778123,5.0,AZD1775,0.2,HCT116,0.6761890975396848,0.9342553370085971,0.48773
L778123,5.0,AZD1775,0.5,HCT116,0.6761890975396848,0.7386819225102443,0.35859
L778123,0.325,MK-4827,0.223,HCT116,0.9406563951579286,0.9848632752291201,0.93235
L778123,0.325,MK-4827,0.775,HCT116,0.9406563951579286,0.9778253410912741,0.91405
L778123,0.325,MK-4827,2.75,HCT116,0.9406563951579286,0.7946062340600292,0.70156
L778123,0.325,MK-4827,10.0,HCT116,0.9406563951579286,0.4833820997369688,0.51673
L778123,0.8,MK-4827,0.223,HCT116,0.8979643354800672,0.9848632752291201,0.92906
L778123,0.8,MK-4827,0.775,HCT116,0.8979643354800672,0.9778253410912741,0.86959
L778123,0.8,MK-4827,2.75,HCT116,0.8979643354800672,0.7946062340600292,0.72894
L778123,0.8,MK-4827,10.0,HCT116,0.8979643354800672,0.4833820997369688,0.51448
L778123,2.0,MK-4827,0.223,HCT116,0.8149455529545091,0.9848632752291201,0.83999
L778123,2.0,MK-4827,0.775,HCT116,0.8149455529545091,0.9778253410912741,0.81126
L778123,2.0,MK-4827,2.75,HCT116,0.8149455529545091,0.7946062340600292,0.64784
L778123,2.0,MK-4827,10.0,HCT116,0.8149455529545091,0.4833820997369688,0.52899
L778123,5.0,MK-4827,0.223,HCT116,0.6761890975396848,0.9848632752291201,0.72654
L778123,5.0,MK-4827,0.775,HCT116,0.6761890975396848,0.9778253410912741,0.68682
L778123,5.0,MK-4827,2.75,HCT116,0.6761890975396848,0.7946062340600292,0.58313
L778123,5.0,MK-4827,10.0,HCT116,0.6761890975396848,0.4833820997369688,0.465
L778123,0.325,MK-5108,0.075,HCT116,0.9406563951579286,0.984196818587839,0.95395
L778123,0.325,MK-5108,0.225,HCT116,0.9406563951579286,0.965432860694001,0.84334
L778123,0.325,MK-5108,0.675,HCT116,0.9406563951579286,0.6913374444591228,0.67072
L778123,0.325,MK-5108,2.0,HCT116,0.9406563951579286,0.6912649803375789,0.60346
L778123,0.8,MK-5108,0.075,HCT116,0.8979643354800672,0.984196818587839,0.90931
L778123,0.8,MK-5108,0.225,HCT116,0.8979643354800672,0.965432860694001,0.80312
L778123,0.8,MK-5108,0.675,HCT116,0.8979643354800672,0.6913374444591228,0.65848
L778123,0.8,MK-5108,2.0,HCT116,0.8979643354800672,0.6912649803375789,0.67239
L778123,2.0,MK-5108,0.075,HCT116,0.8149455529545091,0.984196818587839,0.86756
L778123,2.0,MK-5108,0.225,HCT116,0.8149455529545091,0.965432860694001,0.7054
L778123,2.0,MK-5108,0.675,HCT116,0.8149455529545091,0.6913374444591228,0.59568
L778123,2.0,MK-5108,2.0,HCT116,0.8149455529545091,0.6912649803375789,0.62161
L778123,5.0,MK-5108,0.075,HCT116,0.6761890975396848,0.984196818587839,0.69554
L778123,5.0,MK-5108,0.225,HCT116,0.6761890975396848,0.965432860694001,0.59686
L778123,5.0,MK-5108,0.675,HCT116,0.6761890975396848,0.6913374444591228,0.51309
L778123,5.0,MK-5108,2.0,HCT116,0.6761890975396848,0.6912649803375789,0.48555
L778123,0.325,SN-38,0.000115,HCT116,0.9406563951579286,0.9645422416351578,0.94612
L778123,0.325,SN-38,0.0004,HCT116,0.9406563951579286,0.9644177610549992,0.9613
L778123,0.325,SN-38,0.00143,HCT116,0.9406563951579286,0.9551230115973379,0.93301
L778123,0.325,SN-38,0.005,HCT116,0.9406563951579286,0.636434478372731,0.64797
L778123,0.8,SN-38,0.000115,HCT116,0.8979643354800672,0.9645422416351578,0.93115
L778123,0.8,SN-38,0.0004,HCT116,0.8979643354800672,0.9644177610549992,0.91739
L778123,0.8,SN-38,0.00143,HCT116,0.8979643354800672,0.9551230115973379,0.86789
L778123,0.8,SN-38,0.005,HCT116,0.8979643354800672,0.636434478372731,0.6356
L778123,2.0,SN-38,0.000115,HCT116,0.8149455529545091,0.9645422416351578,0.8602
L778123,2.0,SN-38,0.0004,HCT116,0.8149455529545091,0.9644177610549992,0.89272
L778123,2.0,SN-38,0.00143,HCT116,0.8149455529545091,0.9551230115973379,0.78568
L778123,2.0,SN-38,0.005,HCT116,0.8149455529545091,0.636434478372731,0.59669
L778123,5.0,SN-38,0.000115,HCT116,0.6761890975396848,0.9645422416351578,0.74505
L778123,5.0,SN-38,0.0004,HCT116,0.6761890975396848,0.9644177610549992,0.69817
L778123,5.0,SN-38,0.00143,HCT116,0.6761890975396848,0.9551230115973379,0.62094
L778123,5.0,SN-38,0.005,HCT116,0.6761890975396848,0.636434478372731,0.5027
PD325901,0.0011,BEZ-235,0.0045,HCT116,0.9522152752469372,0.98404363676003,0.99302
PD325901,0.0011,BEZ-235,0.02,HCT116,0.9522152752469372,0.9740891147946781,1.00616
PD325901,0.0011,BEZ-235,0.09,HCT116,0.9522152752469372,0.8962590062134197,0.74104
PD325901,0.0011,BEZ-235,0.4,HCT116,0.9522152752469372,0.536473006722689,0.52828
PD325901,0.005,BEZ-235,0.0045,HCT116,0.9199065475000595,0.98404363676003,0.94534
PD325901,0.005,BEZ-235,0.02,HCT116,0.9199065475000595,0.9740891147946781,0.92512
PD325901,0.005,BEZ-235,0.09,HCT116,0.9199065475000595,0.8962590062134197,0.59652
PD325901,0.005,BEZ-235,0.4,HCT116,0.9199065475000595,0.536473006722689,0.46208
PD325901,0.0223,BEZ-235,0.0045,HCT116,0.8130903129764382,0.98404363676003,0.82172
PD325901,0.0223,BEZ-235,0.02,HCT116,0.8130903129764382,0.9740891147946781,0.71722
PD325901,0.0223,BEZ-235,0.09,HCT116,0.8130903129764382,0.8962590062134197,0.38132
PD325901,0.0223,BEZ-235,0.4,HCT116,0.8130903129764382,0.536473006722689,0.27936
PD325901,0.1,BEZ-235,0.0045,HCT116,0.6102229850455946,0.98404363676003,0.56235
PD325901,0.1,BEZ-235,0.02,HCT116,0.6102229850455946,0.9740891147946781,0.4629
PD325901,0.1,BEZ-235,0.09,HCT116,0.6102229850455946,0.8962590062134197,0.26985
PD325901,0.1,BEZ-235,0.4,HCT116,0.6102229850455946,0.536473006722689,0.17692
PD325901,0.0011,SN-38,0.000115,HCT116,0.9522152752469372,0.9645422416351578,0.93565
PD325901,0.0011,SN-38,0.0004,HCT116,0.9522152752469372,0.9644177610549992,0.93091
PD325901,0.0011,SN-38,0.00143,HCT116,0.9522152752469372,0.9551230115973379,0.92978
PD325901,0.0011,SN-38,0.005,HCT116,0.9522152752469372,0.636434478372731,0.6425
PD325901,0.005,SN-38,0.000115,HCT116,0.9199065475000595,0.9645422416351578,0.95901
PD325901,0.005,SN-38,0.0004,HCT116,0.9199065475000595,0.9644177610549992,0.91589
PD325901,0.005,SN-38,0.00143,HCT116,0.9199065475000595,0.9551230115973379,0.873
PD325901,0.005,SN-38,0.005,HCT116,0.9199065475000595,0.636434478372731,0.6124
PD325901,0.0223,SN-38,0.000115,HCT116,0.8130903129764382,0.9645422416351578,0.82221
PD325901,0.0223,SN-38,0.0004,HCT116,0.8130903129764382,0.9644177610549992,0.80791
PD325901,0.0223,SN-38,0.00143,HCT116,0.8130903129764382,0.9551230115973379,0.73102
PD325901,0.0223,SN-38,0.005,HCT116,0.8130903129764382,0.636434478372731,0.55653
PD325901,0.1,SN-38,0.000115,HCT116,0.6102229850455946,0.9645422416351578,0.6422
PD325901,0.1,SN-38,0.0004,HCT116,0.6102229850455946,0.9644177610549992,0.63889
PD325901,0.1,SN-38,0.00143,HCT116,0.6102229850455946,0.9551230115973379,0.55744
PD325901,0.1,SN-38,0.005,HCT116,0.6102229850455946,0.636434478372731,0.4325
AZD1775,0.0325,BEZ-235,0.0045,HCT116,0.9922331413767156,0.98404363676003,0.97101
AZD1775,0.0325,BEZ-235,0.02,HCT116,0.9922331413767156,0.9740891147946781,1.02011
AZD1775,0.0325,BEZ-235,0.09,HCT116,0.9922331413767156,0.8962590062134197,0.725
AZD1775,0.0325,BEZ-235,0.4,HCT116,0.9922331413767156,0.536473006722689,0.54244
AZD1775,0.08,BEZ-235,0.0045,HCT116,0.9829919290589171,0.98404363676003,0.99828
AZD1775,0.08,BEZ-235,0.02,HCT116,0.9829919290589171,0.9740891147946781,0.97256
AZD1775,0.08,BEZ-235,0.09,HCT116,0.9829919290589171,0.8962590062134197,0.67128
AZD1775,0.08,BEZ-235,0.4,HCT116,0.9829919290589171,0.536473006722689,0.51029
AZD1775,0.2,BEZ-235,0.0045,HCT116,0.9342553370085971,0.98404363676003,0.9549
AZD1775,0.2,BEZ-235,0.02,HCT116,0.9342553370085971,0.9740891147946781,0.84213
AZD1775,0.2,BEZ-235,0.09,HCT116,0.9342553370085971,0.8962590062134197,0.50259
AZD1775,0.2,BEZ-235,0.4,HCT116,0.9342553370085971,0.536473006722689,0.34903
AZD1775,0.5,BEZ-235,0.0045,HCT116,0.7386819225102443,0.98404363676003,0.7563
AZD1775,0.5,BEZ-235,0.02,HCT116,0.7386819225102443,0.9740891147946781,0.56194
AZD1775,0.5,BEZ-235,0.09,HCT116,0.7386819225102443,0.8962590062134197,0.30146
AZD1775,0.5,BEZ-235,0.4,HCT116,0.7386819225102443,0.536473006722689,0.18722
AZD1775,0.0325,PD325901,0.0011,HCT116,0.9922331413767156,0.9522152752469372,0.94988
AZD1775,0.0325,PD325901,0.005,HCT116,0.9922331413767156,0.9199065475000595,0.94066
AZD1775,0.0325,PD325901,0.0223,HCT116,0.9922331413767156,0.8130903129764382,0.8258
AZD1775,0.0325,PD325901,0.1,HCT116,0.9922331413767156,0.6102229850455946,0.56887
AZD1775,0.08,PD325901,0.0011,HCT116,0.9829919290589171,0.9522152752469372,0.97187
AZD1775,0.08,PD325901,0.005,HCT116,0.9829919290589171,0.9199065475000595,0.90545
AZD1775,0.08,PD325901,0.0223,HCT116,0.9829919290589171,0.8130903129764382,0.78266
AZD1775,0.08,PD325901,0.1,HCT116,0.9829919290589171,0.6102229850455946,0.54691
AZD1775,0.2,PD325901,0.0011,HCT116,0.9342553370085971,0.9522152752469372,0.90685
AZD1775,0.2,PD325901,0.005,HCT116,0.9342553370085971,0.9199065475000595,0.79744
AZD1775,0.2,PD325901,0.0223,HCT116,0.9342553370085971,0.8130903129764382,0.61683
AZD1775,0.2,PD325901,0.1,HCT116,0.9342553370085971,0.6102229850455946,0.41544
AZD1775,0.5,PD325901,0.0011,HCT116,0.7386819225102443,0.9522152752469372,0.691
AZD1775,0.5,PD325901,0.005,HCT116,0.7386819225102443,0.9199065475000595,0.56461
AZD1775,0.5,PD325901,0.0223,HCT116,0.7386819225102443,0.8130903129764382,0.46922
AZD1775,0.5,PD325901,0.1,HCT116,0.7386819225102443,0.6102229850455946,0.27464
AZD1775,0.0325,MK-4827,0.223,HCT116,0.9922331413767156,0.9848632752291201,0.97877
AZD1775,0.0325,MK-4827,0.775,HCT116,0.9922331413767156,0.9778253410912741,1.00354
AZD1775,0.0325,MK-4827,2.75,HCT116,0.9922331413767156,0.7946062340600292,0.71655
AZD1775,0.0325,MK-4827,10.0,HCT116,0.9922331413767156,0.4833820997369688,0.51977
AZD1775,0.08,MK-4827,0.223,HCT116,0.9829919290589171,0.9848632752291201,1.00858
AZD1775,0.08,MK-4827,0.775,HCT116,0.9829919290589171,0.9778253410912741,0.96801
AZD1775,0.08,MK-4827,2.75,HCT116,0.9829919290589171,0.7946062340600292,0.71481
AZD1775,0.08,MK-4827,10.0,HCT116,0.9829919290589171,0.4833820997369688,0.53639
AZD1775,0.2,MK-4827,0.223,HCT116,0.9342553370085971,0.9848632752291201,0.99577
AZD1775,0.2,MK-4827,0.775,HCT116,0.9342553370085971,0.9778253410912741,0.91834
AZD1775,0.2,MK-4827,2.75,HCT116,0.9342553370085971,0.7946062340600292,0.61005
AZD1775,0.2,MK-4827,10.0,HCT116,0.9342553370085971,0.4833820997369688,0.48252
AZD1775,0.5,MK-4827,0.223,HCT116,0.7386819225102443,0.9848632752291201,0.74708
AZD1775,0.5,MK-4827,0.775,HCT116,0.7386819225102443,0.9778253410912741,0.68966
AZD1775,0.5,MK-4827,2.75,HCT116,0.7386819225102443,0.7946062340600292,0.46859
AZD1775,0.5,MK-4827,10.0,HCT116,0.7386819225102443,0.4833820997369688,0.42618
AZD1775,0.0325,MK-5108,0.075,HCT116,0.9922331413767156,0.984196818587839,1.04574
AZD1775,0.0325,MK-5108,0.225,HCT116,0.9922331413767156,0.965432860694001,0.97941
AZD1775,0.0325,MK-5108,0.675,HCT116,0.9922331413767156,0.6913374444591228,0.70269
AZD1775,0.0325,MK-5108,2.0,HCT116,0.9922331413767156,0.6912649803375789,0.6808
AZD1775,0.08,MK-5108,0.075,HCT116,0.9829919290589171,0.984196818587839,1.0268
AZD1775,0.08,MK-5108,0.225,HCT116,0.9829919290589171,0.965432860694001,0.95759
AZD1775,0.08,MK-5108,0.675,HCT116,0.9829919290589171,0.6913374444591228,0.57525
AZD1775,0.08,MK-5108,2.0,HCT116,0.9829919290589171,0.6912649803375789,0.58101
AZD1775,0.2,MK-5108,0.075,HCT116,0.9342553370085971,0.984196818587839,0.97889
AZD1775,0.2,MK-5108,0.225,HCT116,0.9342553370085971,0.965432860694001,0.82597
AZD1775,0.2,MK-5108,0.675,HCT116,0.9342553370085971,0.6913374444591228,0.46947
AZD1775,0.2,MK-5108,2.0,HCT116,0.9342553370085971,0.6912649803375789,0.43654
AZD1775,0.5,MK-5108,0.075,HCT116,0.7386819225102443,0.984196818587839,0.82391
AZD1775,0.5,MK-5108,0.225,HCT116,0.7386819225102443,0.965432860694001,0.64906
AZD1775,0.5,MK-5108,0.675,HCT116,0.7386819225102443,0.6913374444591228,0.43876
AZD1775,0.5,MK-5108,2.0,HCT116,0.7386819225102443,0.6912649803375789,0.39231
AZD1775,0.0325,SN-38,0.000115,HCT116,0.9922331413767156,0.9645422416351578,0.98737
AZD1775,0.0325,SN-38,0.0004,HCT116,0.9922331413767156,0.9644177610549992,0.9974
AZD1775,0.0325,SN-38,0.00143,HCT116,0.9922331413767156,0.9551230115973379,0.99891
AZD1775,0.0325,SN-38,0.005,HCT116,0.9922331413767156,0.636434478372731,0.5765
AZD1775,0.08,SN-38,0.000115,HCT116,0.9829919290589171,0.9645422416351578,0.99384
AZD1775,0.08,SN-38,0.0004,HCT116,0.9829919290589171,0.9644177610549992,0.99691
AZD1775,0.08,SN-38,0.00143,HCT116,0.9829919290589171,0.9551230115973379,0.93933
AZD1775,0.08,SN-38,0.005,HCT116,0.9829919290589171,0.636434478372731,0.5391
AZD1775,0.2,SN-38,0.000115,HCT116,0.9342553370085971,0.9645422416351578,0.97197
AZD1775,0.2,SN-38,0.0004,HCT116,0.9342553370085971,0.9644177610549992,1.01097
AZD1775,0.2,SN-38,0.00143,HCT116,0.9342553370085971,0.9551230115973379,0.85434
AZD1775,0.2,SN-38,0.005,HCT116,0.9342553370085971,0.636434478372731,0.52175
AZD1775,0.5,SN-38,0.000115,HCT116,0.7386819225102443,0.9645422416351578,0.78557
AZD1775,0.5,SN-38,0.0004,HCT116,0.7386819225102443,0.9644177610549992,0.74249
AZD1775,0.5,SN-38,0.00143,HCT116,0.7386819225102443,0.9551230115973379,0.5929
AZD1775,0.5,SN-38,0.005,HCT116,0.7386819225102443,0.636434478372731,0.38527
MK-4827,0.223,BEZ-235,0.0045,HCT116,0.9848632752291201,0.98404363676003,1.00936
MK-4827,0.223,BEZ-235,0.02,HCT116,0.9848632752291201,0.9740891147946781,1.01592
MK-4827,0.223,BEZ-235,0.09,HCT116,0.9848632752291201,0.8962590062134197,0.85583
MK-4827,0.223,BEZ-235,0.4,HCT116,0.9848632752291201,0.536473006722689,0.57891
MK-4827,0.775,BEZ-235,0.0045,HCT116,0.9778253410912741,0.98404363676003,0.9977
MK-4827,0.775,BEZ-235,0.02,HCT116,0.9778253410912741,0.9740891147946781,0.98798
MK-4827,0.775,BEZ-235,0.09,HCT116,0.9778253410912741,0.8962590062134197,0.85435
MK-4827,0.775,BEZ-235,0.4,HCT116,0.9778253410912741,0.536473006722689,0.49143
MK-4827,2.75,BEZ-235,0.0045,HCT116,0.7946062340600292,0.98404363676003,0.76004
MK-4827,2.75,BEZ-235,0.02,HCT116,0.7946062340600292,0.9740891147946781,0.80319
MK-4827,2.75,BEZ-235,0.09,HCT116,0.7946062340600292,0.8962590062134197,0.57724
MK-4827,2.75,BEZ-235,0.4,HCT116,0.7946062340600292,0.536473006722689,0.40515
MK-4827,10.0,BEZ-235,0.0045,HCT116,0.4833820997369688,0.98404363676003,0.51482
MK-4827,10.0,BEZ-235,0.02,HCT116,0.4833820997369688,0.9740891147946781,0.51656
MK-4827,10.0,BEZ-235,0.09,HCT116,0.4833820997369688,0.8962590062134197,0.48469
MK-4827,10.0,BEZ-235,0.4,HCT116,0.4833820997369688,0.536473006722689,0.39704
MK-4827,0.223,PD325901,0.0011,HCT116,0.9848632752291201,0.9522152752469372,1.04346
MK-4827,0.223,PD325901,0.005,HCT116,0.9848632752291201,0.9199065475000595,0.93627
MK-4827,0.223,PD325901,0.0223,HCT116,0.9848632752291201,0.8130903129764382,0.85323
MK-4827,0.223,PD325901,0.1,HCT116,0.9848632752291201,0.6102229850455946,0.60068
MK-4827,0.775,PD325901,0.0011,HCT116,0.9778253410912741,0.9522152752469372,1.01769
MK-4827,0.775,PD325901,0.005,HCT116,0.9778253410912741,0.9199065475000595,0.91772
MK-4827,0.775,PD325901,0.0223,HCT116,0.9778253410912741,0.8130903129764382,0.81729
MK-4827,0.775,PD325901,0.1,HCT116,0.9778253410912741,0.6102229850455946,0.59141
MK-4827,2.75,PD325901,0.0011,HCT116,0.7946062340600292,0.9522152752469372,0.76347
MK-4827,2.75,PD325901,0.005,HCT116,0.7946062340600292,0.9199065475000595,0.75789
